2017-11-28 21:34:51.385509: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2017-11-28 21:34:51.567612: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: Tesla K40d major: 3 minor: 7 memoryClockRate(GHz): 0.915
pciBusID: 0000:85:00.0
totalMemory: 11.17GiB freeMemory: 11.10GiB
2017-11-28 21:34:51.567647: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla K40d, pci bus id: 0000:85:00.0, compute capability: 3.7)

*****************************************************
Dataset: 100-diff10-java-strict
Num hidden: 256, Steps: 50000, Display step: 200
*****************************************************


Dataset read success! Size: 100x14606
39600	1,2674	0,628
39800	1,2393	0,630
40000	1,2815	0,632
40200	1,3569	0,624
40400	1,2786	0,631
40600	1,2698	0,626
40800	1,2621	0,638
41000	1,2560	0,634
41200	1,2592	0,637
41400	1,2802	0,640
41600	1,2754	0,632
41800	1,2699	0,631
42000	1,2691	0,642
42200	1,2578	0,641
42400	1,2444	0,647
42600	1,2710	0,641
42800	1,2508	0,642
43000	1,2946	0,629
43200	1,2884	0,624
43400	1,2770	0,634
43600	1,3145	0,633
43800	1,2640	0,640
44000	1,2844	0,631
44200	1,2815	0,632
44400	1,3839	0,615
44600	1,2920	0,629
44800	1,3126	0,625
45000	1,2993	0,622
45200	1,2516	0,634
45400	1,2734	0,631
45600	1,2768	0,638
45800	1,2899	0,629
46000	1,2872	0,625
46200	1,3033	0,627
46400	1,2742	0,617
46600	1,3478	0,621
46800	1,3607	0,619
47000	1,3179	0,625
47200	1,3263	0,621
47400	1,2961	0,621
47600	1,3024	0,619
47800	1,3441	0,621
48000	1,3539	0,619
48200	1,3160	0,626
48400	1,3144	0,624
48600	1,2793	0,624
48800	1,2881	0,637
49000	1,2799	0,638
49200	1,2677	0,634
49400	1,2923	0,632
49600	1,3039	0,634
49800	1,3353	0,630
50000	1,2984	0,637
/net/people/plgfracz/quality/venv/lib/python3.6/importlib/_bootstrap.py:205: RuntimeWarning: compiletime version 3.5 of module 'tensorflow.python.framework.fast_tensor_util' does not match runtime version 3.6
  return f(*args, **kwds)
Optimization Finished!
Testing Accuracy: 0.637443
